,State,Title,Author,Publication_date,article
25,CO,"Trump to reverse Obama-era order aimed at planning for climate change
","DARRYL FEARS, STEVEN MUFSON ","Aug 15, 2017","The executive order would eliminate a planning step for infrastructure related to climate change and flood dangers
\President Donald Trump signed an executive order Tuesday that he said would streamline the approval process for building infrastructure such as roads, bridges and offices by eliminating a planning step related to climate change and flood dangers.
\Speaking in the lobby of Trump Tower in New York, Trump said that the approval process for projects was “badly broken” and that the nation’s infrastructure was a “massive self-inflicted wound on our country.” Trump said that “no longer” would there be “one job-killing delay after another” for new projects. But he did not provide any proposal on how his much-promised infrastructure program would be financed or what it would include.
\The White House confirmed that the order issued Tuesday would revoke an earlier executive order by former President Barack Obama that required recipients of federal funds to strongly consider risk-management standards when building in flood zones, including measures such as elevating structures from the reach of rising water. Obama’s Federal Flood Risk Management Standard, established in 2015, sought to mitigate the risk of flood damage charged to taxpayers when property owners file costly claims.
\Climate scientists warn that sea levels will rise substantially in the coming decades, and they say that long-term infrastructure projects will probably face more frequent and serious flood risks.
\A White House official said the order will not stop “state and local agencies from using a more stringent standard if they choose.”
\The fight over flood planning comes as Congress is set in September to reauthorize the National Flood Insurance Program that pays insurance claims. The beleaguered program is nearly $25 billion in debt, an obligation its administrator, Roy Wright, said he can’t repay.
\Conservationists complained that the new order will weaken environmental standards that guard against flood risk. And they’ve found common cause with conservative think tanks worried about saddling the federal government with the burden of paying for flood damage in the future.
\“Taxpayers have been made to shell out hundreds of billions of dollars in disaster-related spending over the past decade, including more than $136 billion for just the two years from 2011 to 2013,” R.J. Lehmann, a senior fellow at the conservative R Street Institute, said in a statement opposing Trump’s anticipated order. “By contrast, evidence shows that every $1 spent on disaster mitigation can save $4 in post-disaster recovery and rebuilding costs.”
\“This is just another example of this administration trying to undo everything the Obama administration did, whether it makes any sense or not,” said William Robert Irvin, president of American Rivers, an advocacy and conservation group. “Directing federal agencies to ignore the impact of flooding in spending federal dollars is just a complete waste of taxpayer money and continues this administration’s head-in-the-sand approach to the perils of climate change, which is resulting in increased flooding.”
\Trump’s executive order also promised “one Federal decision” for major infrastructure projects and setting a two-year goal for completion of permitting processes. He said every project would be assigned to a lead agency that would be held “accountable” for the project.
\But many independent groups said they feared that Trump would try to limit possibilities for public comment.
\“This order will put people throughout the country at risk by allowing developers to ignore potential hazards while muzzling the public’s ability to weigh in on potentially harmful projects near their homes,” Alex Taurel, deputy legislative director of the League of Conservation Voters, said in a statement.
\The president’s action comes as no surprise. In January he signed an executive order to fulfill his goal of “expediting environmental reviews and approvals” to fast-track an effort to “fix our country, our roadways and bridges.” Too often, government and commercial projects are tangled in federal requirements, that order said. It commanded federal agencies to undertake environmental analyses with “maximum efficiency and effectiveness,” with an eye toward green-lighting projects.
\A number of organizations, such as the National Association of Home Builders, opposed Obama’s order and applauded Trump’s. The NAHB argued that the order’s requirement to raise single-family homes by two feet within a 100-year flood when they are built or substantially improved “could make many projects infeasible, due to increased construction costs and the inability to offset these costs through higher rents.”
\But the earlier order had significantly more supporters – engineers, planners and municipal managers, among others, said Laura Lightbody, flood preparedness project director for the Pew Charitable Trusts. Trump’s order “certainly from a national standpoint is a short-sighted step. This is a national policy that safeguards infrastructure . . . so why wouldn’t we make these investments with an eye toward the future?”
\Lightbody said Nashville, Tennessee, New Orleans, Louisiana, and Charlotte, North Carolina, are just three examples of cities that are building infrastructure with plans to protect it. There was considerable misunderstanding by opponents of the existing rule about what it does, she said. “There was an understanding that it would prohibit building in a flood plain. Not true,” she said. “It does require that when you’re rebuilding after a disaster you consider future flood risk.”
"
26,CO,"Boulder filmmaker views climate change work as social responsibility
",NA,"Sept 5, 2017","“Chasing Coral” debuted at the Sundance Film Festival in January and received the festival’s Audience Award
\An ex-advertising agent, a marine biologist and a mechanical engineer walk on screen. The mix might sound odd. But this combination of minds, plus the lens of an Emmy-winning documentarian, proves effective — it’s a connection of perspectives with the capacity to change the way climate change is presented to the public.
\Jeff Orlowski, the Boulder-based director of “Chasing Coral,” is one of six people to be recognized on Sept. 9 at the Dairy Center Honors.
\The three characters appear in “Chasing Coral,” a documentary that explores the mass death of coral reef systems across the globe, from Hawaii, to the Caribbean, to the Great Barrier Reef in Australia. Jeff Orlowski is the filmmaker behind the movie, and he is one of six people to be recognized on Sept. 9 at the Dairy Center Honors, a celebration of outstanding figures in Boulder-area arts.
\“It is a rare privilege to be able to travel the world. And that privilege has translated to responsibility,” said Orlowski. “Not many people are seeing an entire ecosystem getting lost en masse like this, who bear witness to it. There is definitely a responsibility in trying to share.”
\Hailing from Staten Island, New York, Orlowski was a small fish in a big pond until his premiere film, “Chasing Ice,” received an Emmy award in 2014 for outstanding nature programming. The film documented mass glacial melt across the arctic using time-lapse technologies. He was 30 years old.
\ “When I was a kid, my family would go camping in upstate New York all the time,” he said. “We spent a lot of time in nature, having access to nature and engaging in nature. It was a formative experience for me.”
"
27,CO,"Climate change on Mars? Oh no!
",THE DENVER POST,"Sep 30, 2015"," (L to R) John Grunsfeld, associate administrator at NASA’s Science Mission Directorate, Jim Green, director of planetary science at NASA Headquarters and Michael Meyer, lead scientist for the Mars Exploration Program at NASA Headquarters, answer questions during a press conference where NASA announced new findings that provide the “strongest evidence yet” of salty liquid water currently existing on Mars on Sept. 28, in Washington, DC. (Win McNamee, Getty Images)
\Jim Green, director of planetary science at NASA, said on Monday that eons ago, Mars had a massive ocean and extensive atmosphere. But climate change on Mars made it an arid, seemingly lifeless planet. Can this be Earth’s future?
\Ancient Martians must have had coal-burning power plants, fossil-fuel-burning SUVs, and lots of CO2-generating activity that ultimately caused its demise. We need to take action now. The United Nations and Congress should outlaw all fossil-fuel-burning activity. All the horses being rounded up in western Colorado can be our new environmentally safe mode of transportation. Install sails on all ocean-going cargo ships to ensure trade keeps flowing between continents. Unfortunately, no more air travel, but then that’s only existed for a little over a hundred years anyway.
\We need to go back to the simple life before fossil fuels to save our planet.
\Ron Hoefer, Lakewood
"
28,CO,"Interior nominee Ryan Zinke disputes Donald Trump on climate change
","Matthew Daly, Associated Press","Jan 18, 2017","WASHINGTON — Donald Trump’s choice to head the Interior Department on Tuesday rejected the president-elect’s claim that climate change is a hoax, saying it is indisputable that environmental changes are affecting the world’s temperature and human activity is a major reason.
\“I don’t believe it’s a hoax,” Rep. Ryan Zinke told the Senate Energy and Natural Resources Committee at his confirmation hearing.
\ “The climate is changing; man is an influence,” the Montana Republican said. “I think where there’s debate is what that influence is and what can we do about it.”
\Trump has suggested in recent weeks he’s keeping an open mind on the issue and may reconsider a campaign pledge to back away from a 2015 Paris agreement that calls for global reductions in greenhouse gas emissions.
\In contradicting Trump, Zinke cited Glacier National Park in his home state as a prime example of the effects of climate change, noting that glaciers there have receded in his lifetime and even from one visit to the next.
\Still, he told Sen. Bernie Sanders, I-Vt., that there is debate about how much humans have influenced the climate.
\Likely to win Senate confirmation, Zinke, 55, sketched out a variety of purposes for the nation’s vast federal lands, from hiking, hunting, fishing and camping to harvesting timber and mining for coal and other energy sources.
\The Interior Department and other U.S. agencies control almost a third of land in the West and even more of the underground “mineral estate” that holds vast amounts of coal, oil and natural gas.
\An admirer of President Theodore Roosevelt, Zinke said management of federal lands should be done under a “multiple-use” model set forth by Gifford Pinchot, a longtime Roosevelt associate and the first chief of the U.S. Forest Service.
\Zinke also pledged to tackle an estimated $12 billion backlog in maintenance and repair at national parks, saying parks and other public lands should be a key part of Trump’s infrastructure improvement plan.
\But the former Navy SEAL said his most important task at Interior will be to “restore trust” between the agency and the states and Indian tribes it serves.
\“One of the reasons why people want to sell or transfer public land is there’s no trust, because they feel like they don’t have a voice,” Zinke said, referring to elected officials and residents of many Western states. “They feel like they don’t matter. Well, they should matter.”
\Zinke has said he would never sell, give away or transfer public lands — a crucial stance in his home state of Montana and the rest of the West where access to hunting and fishing is considered sacrosanct. Zinke feels so strongly that he resigned as a delegate to the Republican National Convention last summer because of the GOP’s position in favor of land transfers to state or private groups.
\Even so, Zinke’s position on public lands came under fire this month after he voted in favor of a measure from House Republicans that would allow federal land transfers to be considered cost-free and budget-neutral, making it easier for drilling and development.
\The Interior nominee “says he’s against transfer of federal lands, but there’s a big gap between what he says and what he does in that regard,” said Michael Brune, executive director of the Sierra Club, the nation’s oldest and largest environmental group.
\Zinke told senators Tuesday that he flatly opposes all sales or transfer of federal lands.
\Indeed, his support for public lands was a crucial reason why Zinke was chosen by Trump. The president-elect and son Donald Trump Jr. both oppose sale of federal lands. The younger Trump, an avid hunter, has taken a keen interest in Interior Department issues and played a key role in Zinke’s selection.
\Zinke also reiterated his support for coal production on federal lands as part of an all-of-the above energy strategy
\Sen. Maria Cantwell of Washington state, the top Democrat on the energy panel, asked Zinke about modernizing the federal coal program, saying it was important “to make sure American taxpayers aren’t short-changed for the benefit of corporate interests.”
\Zinke promised to review the coal program and said he thinks taxpayers “should always get fair value,” whether it’s coal, wind power or other energy sources.
\Zinke also pledged to work with members of Congress on proposed national monuments such as the Bears Ears monument recently designated in Utah. The state’s Republican delegation fiercely opposes the monument created by President Barack Obama.
\“I think a monument, when it falls in a state, I think the state should have a say on it,” Zinke said.
\Popular In the Community
"
29,CO,"Colorado GOP and climate change
",THE DENVER POST,"Apr 12, 2016","Gov. John Hickenlooper’s administration is making plans to implement the EPA s Clean Power Plan rules despite the U.S. Supreme Court issuing a stay against the plan. (Brennan Linsley, Associated Press file)
\Re: Wasting Colorado’s money on EPA’s Clean Power Plan, April 2 guest commentary.
\State Sen. Jerry Sonnenberg claims to want to prevent the Colorado Department of Public Health and Environment (CDPHE) from wasting taxpayer dollars on studying how to comply with the Environmental Protection Agency s Clean Power Plan. He acknowledges that the amount of money in question is less than 0.1 percent of the CDPHE s budget, or about 0.001 percent of the state s budget.
\Sonnenberg doesn t really care about the dollars. Instead, he s doing his best to prevent the state from taking any steps whatsoever toward addressing climate change. We saw another example of this recently, when Sonnenberg and his fellow Republicans on the Senate Agriculture, Natural Resources, and Energy Committee killed House Bill 1004, which would have required the state to do what over 20 Colorado cities and counties have already done: adopt measurable goals for reducing greenhouse gas emissions.
\How long can Coloradans afford to let Sonnenberg keep his head in the sand on this issue?
\J. Kevin Cross, Fort Collins
\This letter was published in the April 13 edition.
"
30,CO,"Trump EPA nominee Scott Pruitt says climate change is no hoax
","Michael Biesecker and Matthew Daly, The Associated Press","Jan 18, 2017","WASHINGTON — Donald Trump’s choice to head the Environmental Protection Agency said Wednesday that climate change is real, breaking with both the president-elect and his own past statements.
\In response to questions from Democrats during his Senate confirmation hearing, Oklahoma Attorney General Scott Pruitt said he disagreed with Trump’s earlier claims that global warming is a hoax created by the Chinese to harm the economic competitiveness of the United States.
\“I do not believe climate change is a hoax,” Pruitt said.
\The 48-year-old Republican has previously cast doubt on the extensive body of scientific evidence showing that the planet is warming and man-made carbon emissions are to blame. In a 2016 opinion article, Pruitt suggested that the debate over global warming “is far from settled” and he claimed that “scientists continue to disagree about the degree and extent of global warming and its connection to the actions of mankind.”
\At the hearing before the Senate Energy and Public Works Committee, Pruitt conceded that human activity contributes “in some manner” to climate change. He continued, however, to question whether the burning of fossil fuels is the primary reason, and refused to say whether sea levels are rising.
\Pruitt’s testimony came shortly after NASA and the National Oceanic and Atmospheric Administration issued a joint statement affirming that 2016 was officially the hottest year in recorded history. Studies show the Greenland and Antarctic ice sheets have decreased in mass, while the world’s oceans have risen on average nearly 7 inches in the last century.
\Pressed by Sen. Bernie Sanders, I-Vt., to answer in detail about his beliefs about climate change, Pruitt responded that his personal opinion was “immaterial” to how he would enforce environmental laws.
\In his current post, Pruitt joined a multistate lawsuit opposing the Obama administration’s plan to limit planet-warming carbon emissions from coal-fired power plants. Pruitt also sued over the EPA’s recent expansion of water bodies regulated under the Clean Water Act. It has been opposed by industries that would be forced to clean up polluted wastewater.
\The lawsuits are among at least eight pending cases Pruitt has joined against the agency he is in line to lead.
\Under questioning from Sen. Edward Markey, D-Mass., Pruitt said he has “every willingness to recuse” himself on a case-by-case basis if directed to do so by the EPA’s ethics office. Markey said that was not enough to reassure Americans of his objectivity, adding that Pruitt should commit to a blanket recusal.
\Pruitt said that if were confirmed by the GOP-run Senate, he would work with states and industry to return the federal watchdog to what he described as its proper role.
\“Environmental regulations should not occur in an economic vacuum,” Pruitt said. “We can simultaneously pursue the mutual goals of environmental protection and economic growth.”
\Environmentalists opposing Pruitt’s nomination cite his cozy relationships with oil and gas industry executives who have donated to his political campaigns.
\As the hearing got underway, shouting could be heard from people who were not allowed in. The room accommodated fewer than 100 people; most seats were taken by congressional staff, reporters and others who were allowed in early. Only a few seats remained for the public.
\One woman was quickly wrestled out of the room by three police officers as she pulled out a roll of yellow crime scene tape and shouted “We don’t want EPA gutted!”
\Later, a group of coal miners wearing hard hats were allowed in to show support for Pruitt. Trump has pledged to bring back tens of thousands of lost coal mining jobs once inaugurated, though he has not yet detailed how. The president-elect has also said he will “renegotiate” the international accord to reduce carbon emissions signed in Paris at the end of 2015.
\Senate Republicans uniformly praised Pruitt what they described as his robust record of enforcing environmental laws “when appropriate.” Court records show scant evidence of Pruitt acting to protect the environment in years as a state regulator.
\Shortly after Pruitt took office in Oklahoma in 2011, he disbanded the unit responsible for protecting the state’s natural resources. He reassigned his staff to file more than a dozen lawsuits challenging EPA regulations.
\Senate Democrats focused on Pruitt’s record of siding with polluters in court as he collected campaign contributions from them.
\Sen. Sheldon Whitehouse, D-R.I., pressed Pruitt on money he raised from energy companies such as Exxon Mobil and Devon Energy, as well as the corporate “dark money” raised by groups with which he is involved that are not required to disclose their donors.
\Earlier this month, Pruitt resigned from the board of the Rule of Law Defense Fund, a Washington-based group supporting the legal agendas of GOP attorney generals that Whitehouse described as “a complete black hole into which at least $1 million goes.” In his response, Pruitt declined to provide details about whether the group’s donors included fossil fuel companies or utilities with regulatory issues before EPA.
\Though Pruitt ran unopposed for a second term in 2014, public campaign finance reports show he raised more than $700,000, much of it from people in the energy and utility industries.
\Pruitt has also faced criticism from environmentalists for failing to take any action to help curb a dramatic spike in earthquake activity in Oklahoma that scientists have linked to the underground disposal of oil and gas wastewater.
\Pruitt said his support for legal positions advocated by oil and gas companies was in the best interest of Oklahoma, which is economically dependent on the fossil fuel industry.
"
31,CO,"Coal mine expansion stalls in lawsuit citing climate change
",THE ASSOCIATED PRESS,"Oct 26, 2015","BILLINGS, Mont. (AP) — The U.S. Interior Department should not have approved the expansion of a southeastern Montana coal mine without taking a closer look at its effect on the environment, a federal judge said about a lawsuit arguing the government ignored coal’s contributions to climate change.
\Environmental groups sued the Interior Department after it approved an expansion of the Spring Creek Coal mine in 2012. The case marks the second time conservationists have used worries over climate change to successfully challenge approval of a coal mine after it had been granted.
\But unlike in the previous case involving Colorado mines, U.S. Magistrate Judge Carolyn Ostby did not explicitly name climate change as a factor in her decision issued Friday. She referred more broadly to air quality and environmental concerns, saying the government had failed to explain its thinking on the issue before granting approval and failed to seek public input.
\Ostby said work at the mine near Decker will not be shut down immediately. Rather, the judge recommended that federal officials reconsider the environmental effects of the expansion by Wyoming-based Cloud Peak Energy. The mine, which employs about 260 people, is allowed to continue operating in the meantime.
\The judge gave the government 180 days to complete its analysis and involve the public, before the mine’s approval would be vacated. U.S. District Judge Susan Watters will have the final decision.
\The 2,042-acre expansion of the Spring Creek Coal mine added 117 million tons of coal that could be mined, which would allow it to operate through at least 2022, according to court documents. Mining on those parcels already has begun.
\Spokesman Rick Curtsinger said the company was disappointed in the judge’s decision and planned to work with federal officials to defend the expansion.
\“Spring Creek Mine is an important part of America’s energy supply and Montana’s economy,” Curtsinger said.
\The Interior Department’s Office of Surface Mining and Reclamation is the lead defendant in the case. Agency Christopher Holmes did not have an immediate response to Ostby’s recommendations.
\A similar case resulting in federal officials reconsidering mining plans after they already were approved involved the Colowyo and the Trapper mines, both in Colorado. After a subsequent re-examination of the Colowyo mine, Interior officials determined burning its coal to produce electricity had “insignificant impacts” on national greenhouse gas emissions and moderate impacts on emissions in Colorado.
\A plaintiff in both cases, New Mexico-based WildEarth Guardians, mounted an aggressive legal campaign against the coal industry in recent years, challenging decisions affecting 11 mines in five states through a spate of lawsuits.
\A decision is pending in a case involving the San Juan coal mine in New Mexico. In September, lawyers for the group contested federal approval of mine plans and coal leases in four states: the Antelope and Black Thunder mines in Wyoming’s Powder River Basin, the El Segundo Mine in New Mexico, the Bowie No. 2 Mine in Colorado and the Skyline Mine in Utah.
\Black Thunder, owned by St. Louis-based Arch Coal, is one of the largest coal mines in the world.
\WildEarth Guardians’ Jeremy Nichols said Ostby’s recommendation offers “another solid sign that Interior’s coal program is completely off the rails.”
\“The greenhouse gas emissions do matter, and they need to come up with solutions to limit those emissions. In the long term, that’s going to mean keeping coal in the ground,” Nichols said.
\The Northern Plains Resource Council and Western Organization of Resource Councils also were plaintiffs in the Montana lawsuit. The Billings-based groups argued that in addition to a lack of public notice and a shoddy analysis, the government had not shown that Spring Creek’s owner successfully restored previously mined lands.
\Ostby did not directly address that claim.
\Cloud Peak mined more than 17 million tons of coal from Spring Creek last year, including about 4 million tons exported to Asian markets though ports in British Columbia, according to the company’s regulatory filings.
"
32,CO,"Denver hopes 300 new charging stations will accelerate switch to electric cars
",BRUCE FINLEY,"Aug 16, 2017","Plug-in vehicles key to meeting Paris climate agreement goals to slash greenhouse gas emissions
\Denver is pressing ahead on its promise to help make Paris climate agreement cuts in heat-trapping greenhouse gas pollution by accelerating a local takeoff of plug-in vehicles.
\City officials on Wednesday said 300 charging stations for electric vehicles will be set up around metro Denver over the next two years. They’re also looking at changes in the city building code to encourage installation of more charging stations near proliferating apartments and condos.
\Lawsuit settlement money paid by Volkswagen after the diesel emissions test scandal will help fund Denver’s effort.
\Pollution from vehicles burning fossil fuels is the second largest source of Denver’s greenhouse gas emissions after emissions from heating and cooling commercial buildings, city officials said. A faster shift from vehicles running on fossil fuels to battery-powered transport also could help Denver begin to comply, after years of failure, with federal ozone air quality standards.
\Colorado residents have registered more than 10,000 plug-in vehicles, up from 1,200 four years ago. Nearly 2 percent of new vehicles sold in the state are plug-ins, city officials said. In recent years, the number of plug-in vehicles has been increasing by more than 40 percent annually. And simultaneous efforts to move away from coal-fired power plants for electricity, which release greenhouse gases, mean the environmental benefit of electric vehicles likely will increase.
\“Without electrified transportation, we cannot meet those climate goals,” Denver Environmental Health electric vehicles project chief Tyler Svitak said. “And the market is pushing us this way. People are showing demand. We are hoping to meet that demand.”
\Mayor Michael Hancock has committed the city to help meet Paris climate targets even though President Donald Trump is trying to get the nation out of that deal. Hancock championed electric vehicles in his “state of the city” speech last month and on Wednesday issued a statement referring to a city greenhouse gas reduction target of 80 percent by 2050. He called electric vehicles a  “valuable investment in both air quality and as a tool for fighting climate change.”
\“We’re hoping to move forward, with or without the support of the White House,” Svitak said. “Both collectively, and individually, cities can make a difference.”
\Gov. John Hickenlooper for years has promoted electric vehicles as alternatives to those running on gasoline and is working with other Western governors to set up battery-charging stations from the Rocky Mountains to the Pacific Ocean.
\Neither Hickenlooper nor Hancock ride in a plug-in vehicle.
\But car dealers increasingly give options. There are at least 35 types of electric vehicles listed for purchase this summer, up from three in 2012. Tesla’s budget friendly Model 3 vehicles are being distributed with thousands bound for drivers in Colorado who lined up more than a year ago committing to buy them.
\State lawmakers have dangled a $5,000 tax credit for buyers of electric vehicles, which took effect in January. That’s twice as high as tax credits offered in California and a few other states. Combining that state credit with federal tax benefits, a Colorado resident buying a new plug-in car could save up to $12,500.
\The emergence of electric plug-in vehicles already has spurred installation of 160 charging kiosks in Denver. Statewide, more than 500 plugs have been installed. The best rapid-charging stations, which can fully revive a dead battery in 30 minutes, cost around $100,000.
\Most owners of plug-in vehicles charge them at home. But surveys show some fret about running out of power and that many more people would switch from from fossil fuel cars to electric plug-in cars if this “range anxiety” could be addressed.
\While some existing charging stations are not heavily used, the idea is to encourage a shift to plug-in cars by making them widely available. Proponents envision charging stations along highways every 30 to 50 miles so that nobody is marooned without power.
\Under the legal settlement following the VW scandal, VW created a subsidiary called Electrify America to install charging stations along highways and in 16 metro areas, including Denver.
\Denver officials said they cannot control Electrify America, but said they are advocating for charging at apartment buildings, grocery stores, office towers, gas stations, parks, shops, parking meters and along major transit corridors, such as the 470 beltway.
"
33,CO,"Donald Trump names Scott Pruitt, Oklahoma attorney general suing EPA on climate change, to head the EPA
","Chris Mooney, Brady Dennis and Steven Mufson, The Washington Post","Dec 7, 2016","In a move signaling an intention to dismantle President Obama’s climate change and environmental legacy, President-elect Trump will nominate Scott Pruitt, the attorney general of the oil and gas intensive state of Oklahoma, to head the Environmental Protection Agency.
\Pruitt has spent much of his energy as attorney general fighting against the agency he will now lead.
\Pruitt, who has written that the debate on climate change is “far from settled,” joined a coalition of state attorneys general in suing the agency’s Clean Power Plan, the principal Obama-era policy aimed at reducing the U.S.’s greenhouse gas emissions from the electricity sector. He has also sued, with fellow state attorneys general, over the EPA’s recently announced regulations trying to curtail the emissions of methane, a powerful greenhouse gas, from the oil and gas sector.
\He has also taken on the administration in other areas, joining other Republican attorneys general in a lawsuit over Obama’s immigration policies.
\An ally of the energy industry, Pruitt also came to the defense, along with fellow Alabama attorney general Luther Strange, of oil company ExxonMobil when it fell under investigation by attorneys general from more liberal states seeking information about whether the oil giant failed to disclose material information about climate change.
\“We do not doubt the sincerity of the beliefs of our fellow attorneys general about climate change and the role human activity plays in it,” they wrote at the conservative publication National Review. “But we call upon them to press those beliefs through debate, not through governmental intimidation of those who disagree with them.”
\In an interview with the Washington Post in September, as a D.C. federal appeals court was preparing to hear arguments over the Clean Power Plan, Pruitt detailed why he had remained a leading opponent of the EPA’s efforts to curb carbon emissions by regulating power plants.
\“What concerns the states is the process, the procedures, the authority that the EPA is exerting that we think is entirely inconsistent with its constitutional and statutory authority,” he said at the time.
\Agencies such as the EPA, he said, should not be trying to “pinch hit” for Congress.
\“This is a unique approach by EPA, whether they want to acknowledge it or not,” he said of the provisions of the Clean Air Act the agency had relied upon to write new regulations. “The overreach is the statutes do no permit [EPA officials] to act in the way they are. They tend to have this approach that the end justifies the means . . .They tend to justify it by saying this big issue, this is an important issue.”
\But he added that’s where Congress should have authority, not EPA. “This is something from a constitutional and statutory perspective that causes great concern.”
\Environmental groups reacted with alarm Wednesday at the nomination.
\“Scott Pruitt has a record of attacking the environmental protections that EPA is charged with enforcing. He has built his political career by trying to undermine EPA’s mission of environmental protection,” said Fred Krupp, the president of the Environmental Defense Fund. “Our country needs – and deserves – an EPA Administrator who is guided by science, who respects America’s environmental laws, and who values protecting the health and safety of all Americans ahead of the lobbying agenda of special interests.”
\Rhea Suh, president of the Natural Resources Defense Council, said that “over the past five years, Pruitt has used his position as Oklahoma’s top prosecutor to sue the EPA in a series of attempts to deny Americans the benefits of reducing mercury, arsenic, and other toxins from the air we breathe; cutting smog that can cause asthma attacks; and protecting our wetlands and streams.”
\In 2014, the New York Times reported that Pruitt wrote a letter alleging that the agency overestimated air pollution from natural gas drilling, but that the letter was written by lawyers for Devon Energy, one of the state’s largest oil and gas companies.
\But industry representatives expressed satisfaction on Wednesday. “The office he headed was present and accounted for in the battle to keep EPA faithful to its statutory authority and respectful of the role of the states in our system of cooperative federalism,” said Scott Segal, head of the policy group at the lobbying and legal firm Bracewell. “Given that we are almost two decades overdue for an overhaul of the Clean Air Act, there is interest on both sides of the aisle to look at that statute.”
\Pruitt’s outlook reflects the state from which he comes: Oklahoma ranked fifth in the nation in onshore crude oil output in 2014, has five oil refineries, and is home to the giant Cushing oil storage and trading hub, where the price for the benchmark West Texas Intermediate grade is set every day. Although oil and natural gas production sagged in the 1990s and early 2000s, the surge in horizontal fracturing, or fracking, has boosted output.
\The state’s natural gas output accounts for 10 percent of the nation’s overall. For the week ended Oct. 28, there were 73 drilling rigs in operation in the state.
\The nomination suggests an extraordinarily tough road ahead for the Clean Power Plan, President Obama’s signature climate policy. However, the precise fate of the regulation most immediately turns on the U.S. Court of Appeals for the D.C. Circuit, which has not yet ruled in the lawsuit brought by Pruitt and his fellow attorneys general against the agency Pruitt is now named to lead.
\Dismantling the regulation if it survives the courts would not be simple, because the agency has already finalized it — meaning that it would have to go through a public review and comment process.
\However, interestingly, many of the Clean Power Plan’s signature objectives appear to have been already realized long before it came into effect. The U.S. is already burning less coal and more natural gas. In 2030, the EPA said in its final Clean Power Plan rule, coal would be reduced to providing 27 percent of the U.S.’s electricity, with natural gas at 33 percent. Yet this very year, according to the U.S. Energy Information Administration, natural gas will provide 34 percent of U.S. electricity, and coal 30 percent.
"
34,CO,"Study: Climate change to push 1 in 13 species to extinction
",THE ASSOCIATED PRESS,"Apr 30, 2015 ","WASHINGTON — Global warming will eventually push 1 out of every 13 species on Earth into extinction, a new study projects.
\It won’t quite be as bad in North America, where only 1 in 20 species will be killed off because of climate change or Europe where the extinction rate is nearly as small. But in South America, that forecasted heat-caused extinction rate soars to 23 percent, the worst for any continent, according to a new study published Thursday in the journal Science.
\University of Connecticut ecologist Mark Urban compiled and analyzed 131 peer-reviewed studies on species and found a general average extinction rate for the globe: 7.9 percent. That’s an average for all species, all regions, taking into consideration various assumptions about future emission trends.
\“It’s a sobering result,” Urban said.
"
